kai_prj_nm,kai_srh_tms,kai_sln_id
Washer,LINT SCREE,K79204161
LawnGarden,belt,K08460454
Washer,leaking water,K18502231
Cooking,BURNER,K30488914
Dryer,venting,K44343207
LawnGarden,WONT MOVE,K49132321
Refrigeration,Glass Shelf broke-NDCS,K33721236
Dish,damager,K74398530
LawnGarden,bent blades,K03543901
Refrigeration,not making ice,K05703652
LawnGarden,not cutting in reverse,K36721628
Refrigeration,filter,K05135760
Refrigeration,no ice,K36008199
Washer,soap dispensor broken,K15124907
Refrigeration,lights gone out,K46748119
Washer,smells,K44924536
Washer,liquid bleach,K06847495
Refrigeration,noise,K95054095
Washer,filling and draining at the same time,K57579037
Dish,not cleaning dishes,K14130093
Refrigeration,lighting,K10121629
Dryer,handle is damged,K29003827
Dish,b,K15308547
Dryer,not drying,K11850393
Electronics,no signal,K14356701
Dryer,PRODUCT,K46428498
Washer,dispenser,K01024703
Dryer,too long,K06523316
Washer,spinning,K08482157
LawnGarden,WON'T START,K14011222
Washer,NOT ADVANCING,K51516077
Cooking,coil broken,K46105080
HVAC,NDCS Noise,K04528439
Refrigeration,DCS-normal noise,K99253302
Washer,odor,K44924536
LawnGarden,starting,K12345572
Refrigeration,NDCS\\ not dispensing ice,K22644634
Dish,upper right track asm,K02226947
Refrigeration,frost in freezer,K21835527
Washer,STOPPED UNEXPECTEDLY,K29365455
Dish,broken adjusters,K85291412
Refrigeration,how to change filter,K05135760
Dryer,lint on walls /hot in rm,K24114152
Cooking,front panel is blank,K15348763
LawnGarden,not starting,K02294308
Refrigeration,frost building,K16339282
OutdoorGrill,need info,K14138809
Refrigeration,d,K24323351
Cooking,NCDS noise,K34611323
Refrigeration,.,K13421711
Cooking,OVEN IS NOT HEATING UP,K19002411
Refrigeration,making knocking noise,K02553768
Refrigeration,not making,K00517040
Washer,NDCS BLACK FLECKS ON CLOTHES AFTER WASH,K12902321
Refrigeration,noise,K95054095
Dryer,HEAT,K06523316
Dryer,light went out,K14437535
Washer,rocking,K45102105
Refrigeration,NOT DISPENSING ICE,K12573188
Dish,DISHES COMING OUT WITH CLOUDY RESIDUE,K27812903
Cooking,damage,K34611323
Dryer,handle broken,K29003827
Refrigeration,leaking inside,K05135760
LawnGarden,BATTERY IS DEAD,K40928422
LawnGarden,oil,K07917155
Refrigeration,shelf cracked,K33721236
Refrigeration,DOOR HANDLE LOOSE,K83372123
Cooking,knobs so hot you cant touch,K13102224
Refrigeration,shelf damaged,K33721236
Washer,chime not working,K41151261
Dryer,no heat,K91230329
Dish,lock indicator,K42307552
Washer,diagnostic,K46990780
Dryer,handle,K29003827
HVAC,filter order,K53139210
Dryer,,K06523316
Dryer,vent,K06523316
Dryer,broken handle,K29003827
Refrigeration,not making ice,K04112301
Cooking,noise,K32159355
Cooking,switching breaker,K49491496
Washer,INFORMATION,K21719975
Dish,not starting,K26124467
Washer,not starting,K50302412
Refrigeration,not making ice,K05135760
Refrigeration,v,K66124532
Dryer,cl cODE,K21541259
Cooking,noise,K71925464
Refrigeration,NDCS-where is model #,K81075235
Dryer,DCS\\ taking to long to dry,K44343207
Cooking,light bulb needs replaced,K12424332
LawnGarden,battery,K40928422
Refrigeration,ice production,K00274762
Washer,NDCS\\ water leaking from drain filter,K75910040
Dryer,taking too long to finish,K44343207
Washer,stopped and won't turn on,K90545622
Dish,,K75111173
Cooking,noise,K34611323
Dish,NDCS\\ wheels keep popping off,K32205453
Refrigeration,not cooling,K74959840
Refrigeration,k,K81075235
Dish,manual,K32002824
Dryer,error,K94141002
Dryer,noisy,K53150470
LawnGarden,NDCS tractor wont crank,K03543901
Washer,.,K55518445
Washer,erroe code,K62559113
Refrigeration,demo  mode,K05412715
Cooking,start,K61451021
Refrigeration,not making ice,K15930152
Refrigeration,noise,K95054095
Dish,not draining,K61152403
LawnGarden,.,K04254135
Refrigeration,NOT MAKING ICE,K11609054
Electronics,noise,K05259558
Refrigeration,fruit freezing,K01043980
Cooking,self clean,K98383224
Refrigeration,no ice production,K12573188
Dish,rinse aid,K23282306
Refrigeration,not making ice,K05703652
Refrigeration,mwo,K82007839
Refrigeration,mwo,K90516936
Washer,power cord,K02537511
Dish,filling,K77692490
Washer,noise,K48604018
Refrigeration,.,K83461703
LawnGarden,needed info on assembly,K84941290
Dryer,DCS-vent hose is full lint,K44343207
Dish,m,K25074479
Washer,/odor in machine/using a concentrated detergent/ad,K32875240
Refrigeration,NDCS does not dispense ice,K63524102
LawnGarden,battery,K03543901
Refrigeration,NDCS DEGREE,K44550414
Washer,washer is not advancing through cycles,K46428498
Dish,not cleaning,K10092076
Refrigeration,ice maker,K00517040
Refrigeration,.,K82007839
Washer,stopping unexpectedly,K29365455
HVAC,not running,K21301255
Refrigeration,not cooling,K83461703
Cooking,ignator not lighting,K24124592
Refrigeration,loud noise,K99253302
Refrigeration,filter light stay on,K74959840
Refrigeration,not dispensing ice,K00517040
Refrigeration,cooling,K42447640
Washer,spinning light on,K64326455
Washer,pulsator cap popped off,K11342000
Dryer,not drying,K91230329
LawnGarden,wont start,K46400627
Cooking,light bulb,K31220411
Electronics,smart apps,K75472200
Washer,NOT DRAINING,K44336420
Washer,not draining,K46422958
Cooking,Light inside does not work,K12424332
Dish,need wheels for bottom rack,K16584205
Washer,cycles not working,K51516077
Refrigeration,product,K52051421
Dish,not starting,K55084900
Refrigeration,ice maker,K39234236
Refrigeration,Ice maker not producing ice,K00517040
OutdoorGrill,setting,K95829123
Refrigeration,hot between freezer and fridge,K44550414
Dryer,not drying,K44343207
Refrigeration,too cold,K50628139
LawnGarden,not starting,K64854561
Dryer,vent,K06523316
Cooking,oven not working,K30488914
Dryer,install,K43045550
Refrigeration,of on screen,K16931553
Washer,sd error,K03381402
Dryer,uj,K24114152
Refrigeration,ice maker,K05703652
Dryer,noise,K46185243
Electronics,won't turn on,K49483076
Cooking,heating,K03331653
Refrigeration,MWO,K82007839
Refrigeration,NOT MAKING ENOUGH ICE,K15930152
Dish,leaking,K67213348
Refrigeration,no power/ ice not coming out,K71532941
LawnGarden,Start,K05064512
LawnGarden,WONT MOVE,K09786180
Refrigeration,cooling,K83461703
LawnGarden,Starting,K02242506
Dryer,not heating at all,K23586020
Refrigeration,missing from package,K36350219
Dish,smart wash not lighting,K41603346
Washer,not working on whites cycle,K50759713
Refrigeration,iceicles,K50628139
Electronics,channel,K03125031
Dish,odor,K24582534
Cooking,.,K72434366
LawnGarden,.,K41467013
Dryer,no heat,K60275334
Refrigeration,mwo/not leveled/problem w/door,K12306409
Electronics,NDCS- not connecting to internet,K34990734
Refrigeration,running but warm,K93552554
Refrigeration,warming,K44550414
Washer,info,K87523412
LawnGarden,will not start,K04254135
Cooking,grill element,K45442329
LawnGarden,info,K50085239
Washer,UNDER 30 PURCHASE,K46428498
Refrigeration,no ice,K72567184
Dryer,needs installation,K46428498
Refrigeration,not keeping temp,K74959840
Refrigeration,HOW TO ADJUST REF TEMP,K33623062
Dish,will not start unable to turn off lock,K55084900
Dish,shelf broken,K16425401
Dish,not filling,K00454243
Dish,how to remove rinse aid knob,K11835497
Washer,AS NEEDED - WATER ON FLOOR,K23123086
Washer,F2,K70012453
Washer,cl code,K34203586
Washer,"not starting, electric odor",K50302412
Refrigeration,door not shutting,K24342516
Dish,damage,K35497935
Dish,dfsdf,K91432102
Refrigeration,NOT RUNNING,K97320203
Washer,control lock is on,K39137575
Refrigeration,v,K05703652
Washer,reversed door,K40454275
Refrigeration,DAMAGE,K93836483
Refrigeration,not making ice,K52365072
Washer,not filling,K21719975
LawnGarden,over heating after 15 mins,K46400627
LawnGarden,.,K04199724
Dryer,heating,K53381118
Dryer,.,K88406101
LawnGarden,mower cut,K36721628
Refrigeration,.,K95054095
LawnGarden,will not move,K02294308
Washer,slow water fill on cold,K21719975
Electronics,picture but sound,K02798430
Refrigeration,no power,K27070130
Dish,wheel adjusters broke,K16584205
Cooking,Not igniting,K21655012
Washer,clothes still wet,K60384054
Washer,not starting,K50302412
LawnGarden,ran over nail,K41467013
Refrigeration,no ice yet,K36008199
Refrigeration,rusted on outside,K61020560
Dryer,lint,K42518209
Refrigeration,water pressure,K74030111
Washer,stuck in the cycle,K12660254
Cooking,oven light won't go off,K31220411
Refrigeration,light bulb,K49016521
LawnGarden,MOWER BELT BROKE,K44908842
Washer,NOT STARTING,K50302412
Washer,cycle,K04614622
Washer,info,K04614622
Refrigeration,PRODUCT,K82007839
LawnGarden,wont start,K46400627
Dish,dishes not coming out clean,K10092076
Dish,not draining,K12291159
Refrigeration,shelf damaged,K33721236
Refrigeration,mwo,K82007839
Washer,MPA CHECK,K01024703
Dish,power,K75741651
Dryer,taking long time,K06523316
Dryer,handle,K29003827
Refrigeration,frige is too cold,K06090534
Refrigeration,condensation,K86429510
Refrigeration,not making ice,K05703652
GarageDoorOpener-Tools,"/broke, can't open gdo, extension spring",K82077114
Washer,inside bin broken,K40200961
Refrigeration,FROST,K82137004
Washer,NOT STARTING,K50302412
Refrigeration,NOISE,K55224304
Dryer,not drying,K11850393
Washer,wants to return,K75330214
Dryer,buzzer,K89366054
Washer,error code,K94520280
Dryer,wont start,K21541259
Washer,clean,K12536724
Refrigeration,bin,K40045429
Washer,no power in unit,K50302412
HVAC,,K05075444
Refrigeration,.,K05703652
Refrigeration,door wont stay,K74030111
Dryer,electronic drymiser setting not working,K96203294
Dish,WONT START,K75111173
Refrigeration,not cooling,K71214385
Dryer,vent cleaning,K70562743
LawnGarden,oil light,K25350079
Washer,leaking from hose,K21098834
Dish,lights turning on,K45112251
Refrigeration,NDCS- handles on the wrong side needs to be instal,K82007839
Dish,damage to adjuster,K34314374
Cooking,oven not working,K24124592
Washer,not completeing cycle,K23783115
Washer,.,K17219414
Washer,not spinning dry,K20454194
Cooking,front left burner broke,K46105080
HVAC,making noise,K04528439
Washer,clothes come out smelly,K82524415
Washer,ODOR,K60207654
Washer,agitator is loose,K70182954
Dish,lower spray arm,K51015718
Cooking,drip pans dammaged,K09450802
Refrigeration,NDCS- ice maker not making any ice,K05703652
Dryer,stopping,K59229128
Dish,will not turn on,K48472426
Dish,sour smell after loads,K33015107
Cooking,not heating to temp,K19002411
Dish,soap not dispensing,K14130093
LawnGarden,deck belt slipping,K44908842
Refrigeration,over cooling,K50628139
Washer,dispenser filled water,K01024703
Washer,NOT STARTING,K50302412
Washer,cycle not advancing,K51516077
Dryer,CLEANING,K06808013
Refrigeration,not cooling,K74959840
Washer,NDCS-how to level washer,K48604018
Washer,agitating,K55518445
Washer,NOT SPINING  AT  ALL,K15541308
Washer,washing info,K01024703
Refrigeration,leaking,K71402522
Refrigeration,not cooling,K21835527
LawnGarden,DRIVE BELT LOOSE-MOWER DECK BELT BROKE,K01652524
Refrigeration,filter,K05135760
Cooking,cover to light is broken,K12014115
Refrigeration,light cover broken,K24493863
Dryer,low heat,K06523316
Dish,not starting,K21426127
Refrigeration,display,K92532921
Refrigeration,ice maker,K05703652
Refrigeration,drawer broken,K33721236
Dish,rail,K08713304
Refrigeration,E,K74030111
Dish,cleaning,K27812903
Refrigeration,making a loud noise,K95054095
Dryer,vent,K24114152
Washer,not advancing,K04223135
Refrigeration,how to set tempeture,K74959840
LawnGarden,right front tire flat,K11031315
Refrigeration,no ice,K72567184
Dryer,light are flashing,K21155816
LawnGarden,wont start,K60809134
Dish,multiple lights,K45112251
HVAC,install,K21266263
LawnGarden,steering wheel,K91437435
Dryer,taking to long to dry,K44343207
Dish,w,K75111173
LawnGarden,battery not holding charge,K30305752
LawnGarden,broken recoil assembly,K21136013
Dish,wheels,K16584205
Dryer,takes too long,K06523316
Refrigeration,not sealing,K32474166
Refrigeration,.,K04112301
LawnGarden,need info,K14203084
Washer,drawer pulls all the way out,K15124907
Dryer,jjjjj,K07173040
Cooking,NOT HEATING,K03331653
Refrigeration,NOISE,K80252552
Cooking,temp off,K21625634
Dish,mwo,K97140900
Refrigeration,light in refr side burnt out,K37529801
Refrigeration,no ice,K04112301
Dish,wont unlock,K44200306
LawnGarden,wont start,K18104905
Refrigeration,not making ice,K22644634
Washer,clothes have odor,K60207654
Dish,cleaning,K14130093
Cooking,front right burner to long to ignite,K01204731
Dish,WATER LEFT IN TUB,K43545405
HVAC,vibrating,K05075444
Dryer,does this have a pilot light,K20044185
Refrigeration,DOOR CLOSES TOO TIGHT,K24342516
Cooking,not HEATING,K81344192
Dryer,not stopping after cycle,K44343207
Dryer,handle broken,K29003827
Refrigeration,door shelf,K05925996
Refrigeration,pf,K05237145
Refrigeration,freezer not cooling properly,K21835527
Dish,moves when door is open,K97140900
Dish,leaking,K75111173
LawnGarden,not moving forward,K91462408
Washer,mwo,K46428498
LawnGarden,not cutting properly /deck,K14452411
LawnGarden,broken recoil assembly,K21136013
Refrigeration,not making enough ice,K00517040
Washer,delivered with door not closing on right side,K46428498
Cooking,beeping noise/doesn't bake,K61205382
Dish,WATER AT BOTTOM,K53032302
Dish,stuck,K48540502
LawnGarden,deck belt broke,K44908842
Refrigeration,food freezing the fridge,K01043980
Refrigeration,lower drawer bottom of freezer fell off,K43744712
Dryer,low heat,K06523316
LawnGarden,info,K04254135
Washer,DIY PART,K46428498
Washer,drain,K04223135
Refrigeration,no ice made,K90516936
OutdoorGrill,temp gauge is damaged,K95829123
Refrigeration,beeping,K55224304
Washer,leaking at door,K64447345
Refrigeration,door not closing,K24342516
Washer,.,K23783115
Dryer,not heating,K23586020
Washer,err sub,K78580550
Washer,not stARTING,K50302412
Refrigeration,NDCS DIY BOTTOM DRAWER BIN BROKEN,K24323351
LawnGarden,wont start,K02294308
Cooking,nto shutting off,K15348763
Refrigeration,water runs all the time,K80252552
Washer,leaking from bottom,K34534223
Refrigeration,too much ice,K38851271
Washer,wont advanca,K51516077
LawnGarden,NOT STARTING,K18104905
Refrigeration,not cooling,K50628139
Dryer,as,K44343207
Refrigeration,how to set controls,K41344545
Refrigeration,alarm button lit,K54075320
Dish,racks,K34314374
LawnGarden,deck belt slipping,K55371099
GarageDoorOpener-Tools,NDCS - gdo - door issue,K82077114
Cooking,gas smell,K18114310
LawnGarden,need infor on drainspout,K25350079
Dryer,No power,K31468789
Washer,not draining properly,K44336420
LawnGarden,mandrel damaged,K84941290
Dryer,Loud noise,K81058330
LawnGarden,not starting at all,K21136013
Dish,not cleaning,K27812903
Refrigeration,not making enough ice,K15930152
Cooking,NDCS/nstructed member that unit cannot be used as ,K35221207
Dish,E24 ERROR CODE,K63474470
Dish,soap detergent is not dissolving,K14130093
Dish,film left on glases,K54213299
Refrigeration,freezing,K01043980
Dish,not drianing,K13041402
Refrigeration,ice production,K89008224
Electronics,needed help setting up tv,K56114591
Refrigeration,not freezing,K74959840
Refrigeration,no ice,K04112301
Cooking,noise,K71925464
Refrigeration,not making ice,K05703652
Dryer,info,K40010325
LawnGarden,deck belt broken,K44908842
LawnGarden,won't start,K18104905
LawnGarden,replace spark plug,K25339815
OutdoorGrill,not heating,K22206428
LawnGarden,runing,K37200399
Washer,working,K12902321
Dryer,.,K06523316
Refrigeration,.,K99253302
Dryer,damaged,K29003827
Refrigeration,NOT MAKING ICE,K72567184
LawnGarden,not starting,K63061042
Dish,WONT DRAIN,K63474470
LawnGarden,belt,K55371099
Refrigeration,ERROR CODE,K74959840
Dish,not cleaning,K04635939
Washer,not starting after pressing the start button,K55563242
Electronics,replacement,K04945568
Refrigeration,waterfiler,K05135760
Dish,silver ware basket,K41851521
Refrigeration,cool,K05135760
Refrigeration,leaking,K04721451
Refrigeration,water filter,K95133724
Washer,info,K45458811
Washer,working,K12902321
Washer,info,K10304141
Washer,not spinning,K15541308
Dryer,info,K70562743
Refrigeration,frost in freezer,K17399944
Refrigeration,not making ice,K05703652
Dryer,not dryiing,K88406101
Refrigeration,info,K53536044
LawnGarden,left fr0nt wheel,K25339815
LawnGarden,not starting,K21136013
Washer,cleaning,K23123086
Refrigeration,leaking from water filter housing,K74030111
